type,x,y,z,vx,vy,vz,K,rlin,rho_radial,constants
particle,6.39699384964075e14,6.572409552826386e14,-6.639674440327824e14,19208.36573756163,1552.5314531372655,1943.7735943442053,,,,
particle,-2.7861762158780944e14,-1.2672295726322692e14,-5.4864718434777694e14,-11174.12518981862,2609.5963003338575,-2987.6285956229704,,,,
particle,2.1805849922335284e14,8.521694226975701e14,4.7905246122580625e14,-34477.82070852577,-567.6780334415628,-6268.095662577874,,,,
particle,-3.5680119724911594e14,6.231037869701171e14,-1.269544739241429e14,-8147.058285781807,1833.1168831589723,12297.264617770059,,,,
particle,2.106557462132071e14,-4.873698237654874e13,-1.098196374336542e14,-6585.501197479442,9473.36950820249,13551.081491641315,,,,
particle,-1.111574575262155e15,-9.221969438148845e13,2.490372738006198e14,17526.62313317684,8589.8667837493,9179.033193496836,,,,
particle,7.100034711035675e14,-8.399445549718686e14,2.960194084979445e14,10259.365655432308,-9629.132784209907,9604.38298420397,,,,
particle,-1.602940194970026e14,8.957687130831616e13,6.017387235075766e14,-3917.8086884164945,3528.881165334899,-41807.99542233982,,,,
particle,6.06081691333162e14,-3.316778706596634e14,-7.293842887299745e14,-22951.48726373437,3262.2668724431255,24684.317508048833,,,,
particle,-1.650275363669309e14,-2.6840081808088522e14,2.7107174553813728e14,-12222.468245977667,-12390.204667998172,-10982.380816589548,,,,
particle,3.831683152280531e14,7.786959365591746e14,5.727739198732942e14,25054.41321780124,9000.427228183391,-6956.323614048496,,,,
particle,3.3683367967452044e14,1.2700691446591647e14,3.8263809715622356e14,7876.726576255201,19193.383983327083,-13423.007530158413,,,,
particle,6.684917205270111e14,2.207028408962961e14,8.51817408265729e14,-22652.25831468508,5497.387284743111,68.81885471207718,,,,
particle,-1.2246126500931316e14,-6.417900547211759e14,1.3131243325935505e14,-24301.350503836853,-9634.361546866749,5317.033152315363,,,,
particle,5.552470908369632e14,-3.222972203270841e14,-7.78735952578255e14,11423.508536921749,10296.00571235367,3447.032534183161,,,,
particle,4.8968860593215056e14,-5.451508974654277e14,-2.073161636559262e14,3711.2228430380087,-5954.083601256601,6131.097443224129,,,,
particle,1.2780463114369666e14,2.2877171678327656e13,-2.681616289420757e14,-12834.452997734306,9825.475974239298,1777.787370983187,,,,
particle,-4.6322439338649106e14,7.728855972022906e13,-2.3920143739783207e13,11347.61863494062,2480.481192066266,-818.066237844613,,,,
particle,2.861009790948848e14,-9.100699625638302e14,-2.2694899805650266e14,644.9416469797329,5337.365356990275,17812.326001958518,,,,
particle,2.5711183325888994e14,2.5466100376783022e14,-7.832391178281226e14,-10684.270895482581,-9989.828012281354,-8415.42053833529,,,,
particle,5.817389422061145e14,-2.685749039221131e14,-2.063619849770209e14,2153.0202637398934,-5149.053047907834,-2797.3524211604777,,,,
particle,1.717276716758655e13,1.0494483696813711e14,3.654386815988109e14,14207.219176162345,-3322.2672855933847,4361.490502991316,,,,
particle,3.074046226304173e14,-1.0325536923661595e15,3.6654663587977006e14,-9348.042084012697,25293.519715916245,9645.512309390893,,,,
particle,8.001900652258489e14,3.981940572929486e14,3.429029293216637e14,-12152.597511825605,-4822.620573794893,3683.305870666048,,,,
particle,2.42385116897185e13,6.27262201516456e14,8.240299632126749e14,8485.044834603983,18440.521960783844,14183.449357838694,,,,
particle,-3.327837380791974e14,7.938932341736712e14,-6.784444126936238e14,-545.6419632442276,-9053.306358414595,8472.400904482041,,,,
particle,1.6276280254746297e14,-4.7759841550324744e14,-3.1239440982328456e14,-15652.170786809707,7124.0421279913535,10872.632797402111,,,,
particle,-1.0262851614220851e15,2.393393019828248e13,2.7064355178128862e14,16507.78751384946,-345.41473050478663,-9160.13939917783,,,,
particle,-3.118836392116916e14,4.4553727450642775e14,-5.7908924992765234e13,-13036.692299970915,22297.94356842078,-15742.86037649439,,,,
particle,8.284874817723144e14,6.911735132615982e14,-5.205044762496879e14,-5938.657998523511,-10785.100474126812,24884.58330479983,,,,
particle,-1.1817221231663842e15,1.2036459459694539e14,2.3767637563858738e14,11760.340198081918,16623.73343121843,-5891.841656367234,,,,
particle,-3.3177952100919664e13,-3.691069589478926e14,1.1690534155100792e15,-22521.61361419311,1953.5390733211243,-6672.015781259747,,,,
particle,-6.282930970482059e14,-5.815463881916276e14,-7.633894633735984e14,7140.490371206346,-5354.041444703059,-8854.532598613065,,,,
particle,6.785079038599426e14,-5.489594739376166e14,6.001139418068666e14,12669.891312379023,10151.111633963113,3635.0512203697285,,,,
particle,-4.152857354855469e13,-5.2373383421307675e14,-1.6130299043597444e14,9930.044571830902,22261.848392891152,11731.403427510948,,,,
particle,6.549211920919775e12,3.959811689370682e14,4.8628481384447906e14,13003.555709125361,10463.02665651359,-7374.23259360973,,,,
particle,-7.49747614149699e14,7.708106878002664e14,2.5601286622493578e14,5938.978282453466,3209.8169351553793,-4524.096345824933,,,,
particle,-1.8223204030971772e14,-2.2025227001909122e14,6.220161799302688e14,-2399.090291950609,-33.597242881464524,4325.120805889734,,,,
particle,-7.671764036430565e12,-5.509144424308349e14,7.49022443698061e14,1919.4284243332695,22635.59747120845,-11124.714798372117,,,,
particle,-8.659603757839834e13,-1.2129423479495445e14,6.074074692544228e14,7915.271384210997,-71.68881499504852,18579.88737286338,,,,
particle,-4.490828597992251e14,1.560061149607037e14,-5.973798499956624e14,-17744.458442453386,9718.654257273969,-10662.640778854122,,,,
particle,1.46163565963805e14,1.418015854618836e14,-9.18294972057218e14,11511.933842312608,20558.35788700469,4564.2749083904655,,,,
particle,-1.2298416240210611e14,4.548768467003319e14,1.9046543967922475e14,3702.840296591338,4121.199990794815,23056.683298529617,,,,
particle,-6.927696546630725e14,-4.153435899060305e14,-4.1582347687261644e14,-3019.5019998919056,-4312.5602367660385,-10833.388542378769,,,,
particle,3.7810236379820706e14,-3.607467450157829e13,-6.782052225651886e14,-7800.092635873378,-10856.982840377541,8310.205648088646,,,,
particle,-6.819301323849802e13,6.49514604812297e14,-2.8345954174655094e14,-26074.138811679783,1637.042396128244,-4045.862635421174,,,,
particle,5.3380705880096525e14,4.4265304458284706e14,7.60707879595162e14,3238.4961316292543,-14591.980099650134,6661.992983075103,,,,
particle,-5.659451808288942e13,-9.501268376791271e14,6.675902720013591e13,30085.420289404956,-2104.8429868083717,2409.316412654738,,,,
particle,-6.17329461972622e14,5.195679520403108e14,-6.394917394915976e14,-381.1803726680505,-10805.350449832968,5179.867847536531,,,,
particle,4.2391093113791025e14,-9.734220217644424e14,4.8331666849859175e14,3005.3292477696723,12470.803027981658,11988.93169491446,,,,
particle,3.4755278030084785e13,9.15764765907968e14,6.775122931642506e14,13850.128730623366,-16003.321985800616,1108.1524917203421,,,,
particle,-3.0041986016741975e14,1.0548245316352395e14,3.6371252048318525e14,18560.88065725126,16648.15106971839,8747.640945471378,,,,
particle,8.255587403311009e14,-6.780344230293569e14,-1.24551936287722e14,3220.9975907757193,-8342.83401684147,7720.114819940599,,,,
particle,-3.452691299107775e14,1.3471141971106272e14,-5.167222456237929e14,-19700.38419583607,2076.4510273888145,-5132.069181218369,,,,
particle,2.5570185513074647e14,8.522113520534375e14,-5.1389521686172744e14,-11908.208666217753,22014.044099199087,6070.901288970778,,,,
particle,-4.473179479796651e14,-1.5082003419008162e14,-4.8969545955006294e14,5242.007018846726,12075.184433679915,25115.733095513944,,,,
particle,-2.5436226195182953e14,5.433822702401959e14,-7.619738285564074e14,7788.892004159466,7001.272353686564,-22032.788923233522,,,,
particle,5.1202624803480825e14,4.202702081738084e14,-7.305012326702835e14,-1766.342267094807,-28925.043931890734,-9079.608501462038,,,,
particle,3.119945870683647e14,-8.729459142678385e14,-2.5847001875446284e14,-5695.631366884223,11068.757069747906,5651.854437460127,,,,
particle,-5.170776969302991e12,-8.543328284090829e14,9.47436456638413e13,15263.369051131342,-9817.125594203386,-13086.461683588252,,,,
particle,-2.136498579633705e14,-2.524143238140519e14,2.5141506003208625e14,-5411.444284691572,3768.3931790551737,-2049.830486406521,,,,
particle,-2.2086761739427816e14,3.2004376406639494e14,1.3555261965055573e14,-31164.37534347066,-9662.59609072235,-9500.075125369978,,,,
particle,-1.5575051220555037e13,1.9459330712972773e13,-2.6332387226962762e14,-8605.488397100378,17560.118290931026,23612.797821674954,,,,
particle,2.397798424980217e14,2.9232676955179525e14,1.063831335858267e14,16843.282373315957,-14759.68698880145,-1216.1702778990382,,,,
particle,4.1487331317868975e14,-3.1471337215061044e14,-8.655585009826479e14,-7289.957638364206,-21541.50857043011,13291.362800926896,,,,
particle,-2.2064323852078306e14,5.4269350843868075e14,4.584853496061303e14,6533.425568285932,-1166.2483242508126,9225.96295798966,,,,
particle,-6.1478105008763875e13,2.7892403623833456e14,-8.711200619745052e13,6322.088095896393,16969.016737206293,6936.1856378530765,,,,
particle,6.22487147224542e14,3.0229244742882875e14,3.708602991813911e14,-3366.3778804850376,10514.433531446271,13893.497845584432,,,,
particle,1.1545237768246639e14,3.698051946226723e14,-4.200166183998615e14,15412.953321546123,26017.546202247857,-15409.660376323252,,,,
particle,2.6451063577833203e14,4.323159055727149e13,-4.4037619888983044e14,-16326.623615463624,-23956.555782420943,-395.4377860207285,,,,
particle,2.463502726148466e13,-2.2131182328047562e14,-1.1103641661053316e15,-15166.994974014066,1292.1816993787254,-12228.73428659343,,,,
particle,-3.9246232639036344e14,-7.113912902268294e14,-2.71981706710124e14,2418.9272836062732,-12312.031194785039,7520.324450741147,,,,
particle,-3.656524227576502e14,7.356627193170529e14,-3.322829453907193e12,-12643.415163057354,-14338.079706452909,17126.7401694552,,,,
particle,-5.0388004121071506e14,1.475088264356264e13,1.8768288867499288e14,-4322.2392864475305,5942.269425267723,15480.700461441342,,,,
particle,6.315852353929398e14,1.658678358616577e14,2.2840553559688866e14,911.1302612476272,-8109.559542977913,5879.698845360819,,,,
particle,9.029122268055564e13,4.5617994304000856e14,2.923655802928064e13,-10777.831775298191,15621.966890430751,-20839.922062196194,,,,
particle,-1.0599152652389206e14,3.4384859247722394e14,6.274161223973099e14,-4530.583528464212,3529.498073594277,-2174.648103315983,,,,
particle,3.126863452313024e13,-1.7539235321505834e14,-3.495153398466577e14,-577.9455746482951,-8086.416596843126,18024.907988460876,,,,
particle,5.6411594298479805e13,-5.6221569141613506e14,-2.1879257592398266e14,-3941.12109636594,9293.394770467765,-19532.5554216883,,,,
particle,-2.3872798783260706e14,-3.80233862777284e14,1.6221862248928025e14,9656.341898285791,22913.73876124249,42182.67500806913,,,,
particle,9.513376238726053e13,4.067625299818776e14,7.206115025066331e14,3594.8267536118683,-9243.595614017813,-12383.521667199695,,,,
particle,-3.955509527724896e14,9.952741372843566e14,-1.058549591252617e14,13638.590528527626,12773.511069250555,7209.00730931367,,,,
particle,-5.624417513741033e14,1.4553627686553106e14,6.978502498477761e14,7407.364866155715,31475.611693561557,-16794.74171510805,,,,
particle,2.8540494780989694e14,3.191262931015995e14,-6.079743573005185e14,6321.71699961388,-8522.326226920344,15648.726256237156,,,,
particle,7.307303216326671e14,-7.029612168130646e14,-5.467344445400363e14,21217.10882757642,9824.167999452078,-7756.79130476082,,,,
particle,-1.2003592985575517e14,7.237789084633916e12,-5.0535951293777425e14,5558.721575625763,5349.117986995135,-12071.381667437387,,,,
particle,-8.724641387648331e14,2.321045672933375e13,2.188522272222792e13,9930.321485750514,14536.702831328614,19548.284392668676,,,,
particle,-2.2104576385834697e14,-3.1035792481781644e14,9.848525803355828e13,1878.9335651682138,1.6452997551619148,6277.413581268207,,,,
particle,4.886592562429089e14,8.877602275837667e13,3.397040851299138e14,-338.44946289525376,-13883.248507257675,-8122.2010591439175,,,,
particle,6.3105110529711875e13,3.2636891313026664e13,8.030319417333216e14,19419.648257396006,1787.0832334722922,6745.155155489344,,,,
particle,2.17340864694889e14,3.8760813130503925e14,-1.4636540564841447e14,3943.216863775708,-4929.284068417636,2472.1375149284363,,,,
particle,-4.9996983708687275e14,-5.310124917315692e14,3.922650946113828e14,-3704.293243305809,-8957.180403310018,2929.9915174016105,,,,
particle,-1.0102645053459568e15,-4.6598053763083994e14,8.795487849134681e13,-3699.7132390023257,-4401.94743962138,15112.896274481973,,,,
particle,-9.600142715402753e13,4.1398288403396756e14,-1.9416500764260662e14,13866.916889784907,15607.472133515976,736.297935979112,,,,
particle,2.88780213190585e14,1.540590987214185e14,-2.0405236044588525e14,775.5643063903611,-7624.726244485902,7487.739482207208,,,,
particle,-5.658490523527455e14,-4.5736333087398044e14,5.979176528466461e13,-9863.442199466639,7752.373171924226,25261.830720237675,,,,
particle,2.267407115831966e14,6.690307709710504e14,-3.874503926768287e14,1183.7418882949482,-7510.352464085962,-8576.514077848065,,,,
particle,2.621218602833685e14,-6.887615275668796e14,-2.238526436587394e14,20816.983281562734,11817.493583547184,-17398.80582611716,,,,
particle,-4.1521369350838775e14,-8.112019803679734e14,1.8416964528669278e14,19192.735257352295,-5765.475004247129,-6670.19841991525,,,,
particle,-6.271438978106655e14,-3.669662442004964e14,-9.635746286461442e13,3524.4413913361554,-14143.861426647973,-9740.718501141433,,,,
particle,9.42170963705139e12,-2.4805840682246622e14,1.3731377297267345e14,-3764.773121981003,15683.862280112202,-5301.045604646543,,,,
particle,5.632925180837671e14,-3.363761144786868e14,3.2209250730224456e14,-3717.413126633962,140.91217901813715,-23416.03702018201,,,,
particle,4.859423868717603e14,6.675302296919844e14,7.896558259296812e14,-23558.720673929573,-11548.380052919849,-7476.506039922223,,,,
particle,-5.937174947542689e14,-5.421720766277497e14,-1.789777419570551e14,-5407.8213698906975,13847.638977235492,-4633.771226295332,,,,
particle,-3.7756577737288984e13,-3.1870960256093244e14,1.7923392580665988e14,761.1329289404225,-2450.930862165145,5884.045816424812,,,,
particle,-4.2388087613745556e14,9.736583166804485e14,-4.285314966286595e14,-3008.2893943988906,18098.18088041618,7554.722446870148,,,,
particle,5.291728839735955e14,4.082963225514185e14,-4.7636385924918375e14,-13553.706209193568,-14047.8684955018,10194.755397727604,,,,
particle,6.857971577363072e13,-1.9051641574891822e14,-9.486882935240738e13,-598.9993696109788,-6316.280256367286,5434.019435429005,,,,
particle,-3.220651969297518e14,4.2672976392239206e14,5.710073289012925e14,13429.142558029387,827.6578093813025,-23564.278483692506,,,,
particle,5.4621812137550394e14,3.368992148391117e14,-9.848961733336111e14,-7469.93444944904,-26918.454857860925,10135.140013052309,,,,
particle,-1.945804821637859e14,8.805012156111272e13,-4.821376124258703e14,4202.956222070936,2621.232981881798,1078.2599107500064,,,,
particle,-1.7057711904203028e14,-2.417108450153945e14,1.9464207849872825e14,24836.40692028211,-17341.618584362528,537.412398696321,,,,
particle,1.9688735448502712e12,-5.1439632307361744e14,-8.180736559237656e14,1278.4766761940555,15048.735827933522,-2806.9040331407487,,,,
particle,-1.990788304573761e14,-4.187082714554844e13,1.3154646653480253e14,11386.1818260115,-6076.165427949244,15533.995150981653,,,,
particle,6.390324685958089e14,-1.864788933559201e14,-6.3163363724055e14,15578.349062759906,-6866.3682726517545,-29322.979655246287,,,,
particle,3.5984866582593e14,-1.3703131358915003e14,-1.0672567737938619e14,-602.663323501609,-16084.359355879486,-6391.398293387346,,,,
particle,4.2125568243459444e14,4.413669435220247e12,3.945263876755578e14,18652.519048004942,1504.8367042957173,17595.387439653943,,,,
particle,6.68425514928947e14,-7.545616019007576e14,-6.821630043765012e14,3271.2380967696126,5515.410653176394,8807.737802728712,,,,
particle,4.6174782777355336e13,1.0390833714483003e14,-2.4259422768559016e13,178.0814694208157,12487.099581877026,-28620.111718731547,,,,
particle,4.2500322655796925e14,3.942794401042111e13,4.7456055962332016e13,-11460.08876241122,-13684.984125460735,4617.058846860815,,,,
particle,-8.62856822093893e13,9.308416030129844e14,2.1210337479422215e13,28937.85499554253,-1572.6299182908072,6508.942426018251,,,,
particle,2.816875726852124e14,2.0797864965169428e14,-4.68092684700239e14,21830.799959948097,-13546.477238940926,-7109.0260422349775,,,,
particle,1.0742552992698211e14,4.158511276907509e14,4.69872701886752e14,2590.483311416088,-13096.893204584403,-8317.977031702045,,,,
particle,-7.35114576073687e14,-3.012564635940882e14,-6.863332973617853e13,-20454.492408306163,5507.103430415751,595.161004985594,,,,
particle,1.2144809337047028e14,-3.587568718872141e13,4.215991876049309e14,-3612.456256594648,-7048.59694801849,-4065.978787958856,,,,
particle,1.4121819259717475e14,5.721428427100494e14,1.0043103087911954e15,5625.3158136883,15396.082888124716,30527.982938021592,,,,
particle,3.405090172706881e14,-1.3710857500594233e14,-3.666249936125425e14,-6138.396724424748,11597.11373795813,7525.504984853404,,,,
particle,6.155991943866341e14,-5.594241122500753e14,-1.1900124670261964e14,-7794.959620421388,9057.550745773915,-16398.20169738483,,,,
particle,-6.922372012332895e13,-6.516738354400984e14,-5.706766791241648e14,1769.659438253275,5283.208234621008,-6049.772540361708,,,,
particle,-3.7552165445682356e14,7.895379150839775e14,1.747682661956798e14,13592.105481579069,18435.49418082047,-13518.334275270852,,,,
particle,-6.198294442985854e14,1.4816864679851234e14,4.1340224176306956e14,2862.3963711974175,-2545.517098626628,-22477.02583365138,,,,
particle,-2.6311378875296806e14,-1.3981979019449527e14,-5.341170763428817e14,1426.2628461193237,1414.7334603222594,-4118.827835298555,,,,
particle,-5.321983852374726e13,2.4873133155259633e13,2.4703659598032738e14,-5327.608834691068,-13760.224786210516,-4219.020750137857,,,,
particle,-5.109717548349925e14,-4.053246659915248e14,-5.484059004640356e14,3979.347060119234,1093.174299282109,-11485.269560704808,,,,
particle,1.922291279586713e14,-2.70022067379305e14,-4.97622777272409e14,-6885.120961708686,2107.012846292935,13147.016902005731,,,,
particle,-9.29960746204195e14,5.357032057837033e14,-5.813438017409021e14,-20875.57121308294,-17700.80851245646,9511.27045361538,,,,
particle,-3.17260560182575e14,-7.544661687950316e14,-4.006528624404216e14,-6175.730736568838,7037.512865149934,2460.8784035719896,,,,
particle,1.711695447751418e14,-5.717951066789243e12,-9.09506626406832e14,-1199.7007969559427,-11277.175199144634,1060.1610013357965,,,,
particle,7.87953765739217e14,3.890911788827166e14,-2.3130412586379403e14,16984.11521224833,-33706.82960889705,-10553.431580825229,,,,
particle,-9.642752494720081e14,-1.2531820130611942e14,-7.335956104478768e14,14934.917622060591,-4725.228094145657,2473.094654450381,,,,
particle,-1.1770665857850008e14,3.986545083906626e14,-1.3750824635731322e14,-5917.168319110678,10009.248559066184,5545.389459216145,,,,
particle,-4.0958209363113344e14,5.463289455489039e14,-8.346646528319182e14,-9552.842851110227,-10087.946526263935,18739.258436210373,,,,
particle,-6.895650119972634e14,-6.537178516162716e14,-1.6654278104906725e14,-9320.501758552737,23645.287971743557,10735.724354792092,,,,
particle,-4.650677771767042e13,-8.321626087766402e14,3.6758587342637664e13,-446.39269132555376,8359.472267645286,14164.022903278328,,,,
particle,-6.732552269901044e13,-4.777994387779596e14,1.3203900273414977e13,-7437.208639233929,-1529.659447218544,357.8478168296451,,,,
particle,-5.2726823138045484e13,-4.5545239006580875e14,1.5661800963100356e14,-292.311514977662,-13778.159905595985,-8057.973501302292,,,,
particle,4.2668042548559175e14,1.135591499522133e14,1.9988798086893744e14,9137.869794170796,-20438.38515394463,-4015.4818999158665,,,,
particle,1.3093423204731444e14,-4.851926282086839e14,-6.124990822277529e14,12190.468818080039,16675.433988513447,8142.656233438979,,,,
particle,-5.69985856684404e14,4.0401723748526194e14,-3.8787584202288025e14,2400.589793639062,12960.654338054983,-12972.299511388861,,,,
particle,-5.64047852724146e14,1.2413133161509926e13,1.1396606097581636e14,17425.667791445536,9144.18287651281,-15946.898884494773,,,,
particle,-5.566096070410035e13,1.083453567034231e15,1.9922465807863426e13,2701.567595595189,2575.8798052915386,-1306.5910712289863,,,,
particle,1.0979098384067666e14,-3.999239530310396e14,2.5892734219726028e14,-5258.01829114429,2254.7394126073973,16644.358378595738,,,,
particle,-6.305149279594462e14,-1.8308156297425334e14,4.347721100036642e13,-25751.59231856009,5714.710460860407,10968.979421910137,,,,
particle,-1.750860381141064e14,-9.878482999827028e14,-1.2174140162054695e13,-16628.133629576234,10071.729196925879,-15883.47704785811,,,,
particle,8.249214764585388e14,7.477048802869796e14,-2.754154472296356e14,11437.160421213996,1757.9639982812284,2985.7642160909677,,,,
particle,-2.9903927148442194e14,4.185300910446879e14,2.338313066303412e13,21215.518489628197,-4447.539653740468,-1314.2461136869467,,,,
particle,4.8184296916798425e14,1.0118446287483039e15,2.9933337481950856e14,-710.9240151368112,2730.332206059991,-8656.679892606475,,,,
particle,5.686000556572604e14,-6.92263941624796e14,3.3295496577681706e14,-2518.1290649248967,15044.756396967206,-2188.9559685380696,,,,
particle,-7.551604429157011e14,2.5428661704701744e14,-3.7670399749145394e14,-2374.8541182463828,13120.171305201702,-14009.651751927166,,,,
particle,6.065478438588964e14,-1.6494180148116053e14,2.449455591991349e14,24401.976681753313,11757.056969789359,-21896.806198127684,,,,
particle,-2.2106718912166756e14,-9.844578018105825e13,5.578480590682624e13,-10678.052786496197,2015.926785103259,-10842.596385473644,,,,
particle,-6.055912902546614e14,4.41774706396706e14,7.725813835524017e13,14898.06606554867,5297.947119262402,-20753.732237824544,,,,
particle,-3.074535932089291e14,4.9914726026943106e14,4.2561213525689106e14,1188.5478883887909,10949.75653232965,22511.2505716101,,,,
particle,-3.737228797357522e14,8.279477225802231e14,5.895445988765876e14,-24538.324306172282,-23425.097432242754,2525.221760589042,,,,
particle,-6.602496263579184e14,-4.224042221611965e14,4.8481511464400056e14,7021.111430519835,5874.725213140713,6016.82686281267,,,,
particle,3.850545664127966e14,7.413754733949334e14,6.275115534847579e14,-81.40057625111955,18001.457460478843,21175.02748357754,,,,
particle,3.237652042887125e14,-6.610192997818978e14,3.5862982945017594e14,-1140.3001516908037,-6259.835818441203,3767.741085321935,,,,
particle,-7.967025038533197e13,3.039036922714982e14,2.1661692725739105e13,15140.38461814617,-14138.027890568059,5263.963567201158,,,,
particle,-2.869562244782839e13,5.0545078069159306e14,-1.1664622958814172e14,-2899.8435761314495,46211.85807135066,3612.594105440012,,,,
particle,-4.379639109362121e14,-8.511442188438364e14,-3.5754593816200956e14,501.17623369641046,-660.9930765224938,10170.878871550161,,,,
particle,6.147353607197481e14,1.2871544970007848e14,4.594719326262484e14,-22645.814402847514,-4385.261434898696,5478.794751766753,,,,
particle,1.0462124042776698e14,8.174156361688225e14,-8.440850030307198e14,16004.798565414783,-3686.339045647452,-19925.884258921098,,,,
